text,Label
"no on on this thread has posted more ignorance and stupidity than you jurbane,, clearly you are a koolaid cult drinker bent on living in a delusion!",1
What are you going to say to your grandkids in 10 years when they ask how could a maniacal dictator take over our democracy? Are you going to lie or are you going to admit you were a part of Trumpaganda?,1
2016 year of stupid for many people in the big house.,1
"What is disrespectful about consensual sex?

Why should a person in show business be expected to be crude?

Why would any decent, self-respecting conservative vote for a man who claimed that he could - well, I don't think I need to post that here. He is the same person, you know. Frankly, I think he's still in show biz.

Do you think he made a claim about an action that he didn't actually perform? 

See the problem?

If he did what he said he could do ""any time he wanted"" he is a man who treats women like property.

If he didn't, he's a liar who said he did something that he didn't do.

Bill Clinton, at worst, cheated on his wife, something that we're all pretty sure Hillary had at least a smidgen of awareness about. He said that he didn't do something that he did do. 

They are still married. Their first for each.

I have my doubts about the chances of the Trump marriage remaining solvent post-term.

Anyone know what Vegas has on this?",1
Some idiotic statement made up by a cowardly misogynist.,1
Pay for your own damn hormones and don't expect the military to deal with your mental issues.,1
"if this crazy female take a dump on my driveway not once, but multiple times and she will be prosecuted, after I film her. She will be identified, and she should consider herself lucky I do not take stronger measures to stop her in her tracks.",1
"Its pathetic to see the outright scorn for the less fortunate on display here.
I'm doing OK myself, but would like to see more fairness for the working poor. The wallet-clutchers out there get bent out of shape at the mere suggestion.",1
".

""After the meeting, Secretary of State Rex Tillerson referred to Trump as a ""moron"" ""

--

This is ""fake news"".

Secretary of State Rex Tillerson didn't refer to President Trump as a ""moron"".

The Secretary actually referred to President Trump as a ""****ing moron"".

https://www.commondreams.org/news/2017/10/11/tillerson-moron-comment-followed-trumps-call-massive-nuclear-buildup-report

Accuracy counts.",1
"Silly, desperate loser clowns.",1
"The Federal Government and the liberals in the Dept. of Education and the teaching profession already got to the millenials from the early age of 5. They've had the kids nearly 8 hours a day, filling their head with liberal, secular propaganda. They are brainwashed. 

So now, faced with the biggest enemy of the Catholic Church, the US education system, the Church is now asking the brainwashed youth about how the Church should move forward? Inane stupidity.",1
"It's all about race with you guys. What a bunch of racists. And that singular act of awarding Obama when he had barely been in office, was the most damaging act to their credibility ever. It turned their vaunted award into a joke. 
How is it you don't get civiled for that ""pathetic lives"" crap.
Respond all you want I'm not wasting another second with your childish rantings.",1
"Here's the plan, put your head between you legs and kiss your okole goodbye.",1
Idiot. They are students-they don't have day jobs.,1
"Not exactly - he said that many think he is ""loathsome"".....you downright called EFC that. 

And then you decided that anyone who does not think in lockstep with Sr. Joan (and you, I guess) are without a brain. That's not quite civil, is it?",1
"Damn Obama- couldn't take our guns so your taking our glaciers, huh? 
Does Donald Dump know about this?",1
"#JuggaloMarch and Trump supporters both on the march. 

One is a group of people who worship an insane clown,

...the other is a group of Juggalos",1
"How many children Non Aryan etc; have YOU adopted? Instead of ""March for Life"" trashing San Francisco, WHY don't they March to the churches, foster care centers, etc; that are helping Born children? Oh! I guess those pesky Gays get in your way, eh?",1
I call bullshit. Take a close look at some these cop's inflated salaries. Most are over 100k a year with the overtime. Must be nice to make that much money with a high school/GED education.,1
"Yep that's right Mr. sexual predator Donald Trump over 3 million voting Americans voted for somebody other than you so you are the loser,!!
💩💩💩💩💩💩💨💨💨💨💨💨💨😡😡😡😡😡😡",1
"Ugh, this guy is just the WORST. Arrogant, privileged, smug, and dumb as a stump.",1
Getting shit-faced drunk isn't a good idea for man or woman. But that doesn't excuse rape.,1
"Obama confirms again, that he is nothing but an inconsequential fool. Trump should hand him a banana and take his White House keys. No point waiting till January 20th.",1
"She would probably like the ""pro-life Republican"" more if he hadn't bragged about how he grabs and sexually assaults women, and if he hadn't described his aggressive womanizing as his ""personal Vietnam"" in his battle to NOT contract a venereal disease. It might also help his ""likability"" to refrain from rating women by their looks and calling them pigs, dogs, fat slobs, etc.",1
Islam is at it's very core incompatible with our culture which is also traditionally Christian (which the muslims oppose). the shit will hit the fan at some point. I see all this as the beginning of great pains for Canada.,1
what a jerk,1
"Leah has a shortage of friends,
So no-one their ear to her lends.
Her life must really be crap
if she resorts to an app
and on this page her misery pens.",1
What case? The U of O will settle. They always settle under the guise that it is cheaper than to fight it and they will admit no wrong doing as usual. Pathetic..,1
"So let me see if have this right...Alberta oil & gas bad, bad, bad.... BC oil and gas good , good, good.
HYPOCRITES",1
"Do these folks ever stop to think that this cigarette habit is an expensive, health ruining addiction? Apparently not. You don't have to be ignorant or stupid to start smoking, but it sure helps.",1
"The thought of Pope Francis and Herr Trump in the same place at the same time is disconcerting. Hopefully, His Holiness will tell Trump to stop being a narcissistic, racist ignoramus.",1
"Basketball Black team beats another basketball Black team.
Where's the equality in the NBA? Look at the picture. Not a White guy in sight. 
11 out of 13 players on every NBA team are Black. This is a sure sign of discrimination and racism! The only cure is a type of affirmative action where the owners must only hire White guys until there are at least 7 on each team. (penalized them by one because they must pay for these most egregious past transgressions). Oh, and in keeping with the whole equality thing lately, Lebron must give me half of his money. You know, so we are EQUAL. We can flip a coin for the Lamborghini.",1
"What a bunch of hypocrites. All meat eaters no doubt, many hunters as well. Whining about how this bison got killed before they could get their jollies off killing her and her offspring ""legally."" Pathetic.",1
But vilifying Trump is OK. You are a hypocrite.,1
"If I didn't want to meet with a beggar, I wouldn't stand outside his hovel and tell everyone what a pain in the **s he is.",1
"About fifteen years ago they brought one of those traffic experts up here to make suggestions. His big one was to take Northern Lights down to two lanes between New Seward and Minnesota. Had nice pretty drawings made up and everything.

Can you imagine what a mess that road would be if we had been dumb enough to follow through on it?",1
"Richard Wright, I see you like your own comments. Troll on, buddy!",1
"I am not a Trump hater like some people here, just bash him for the sake of bashing him. I want to give him a little time, observe his action before passing any judgements. So far, all I found is unpredictability and instability. Recently, he handles the North Korean issue badly. The most disappointing is his stance on the Charlottesville incident. Be it liberals or conservatives, we have to draw a line somewhere; this country has no place for Nazism, White Supremacy and racism. We just have to stand up against such bigotries. His 'two sides' talk is absolutely ridiculous. There are no two sides; Nazism and racism is outright wrong!",1
"Any system where a ""caregiver"" is paid $8K/month while absent and irresponsible ... might that set up some red flags, somewhere ???!!! 

A second matter - I am not familiar with the foster care system - but it is my understanding that foster parents do not retain their children for more than a year - some silly rule somewhere. Anybody clarify this ? If that is so it is another idiotic piece of bureaucracy .....

Anyway - this case is an embarrasment to our so called caring Canadian culture.",1
"More fake bull crap coming from the left wing media. You people don't freaking get it and never will.
Teflon Trump will slaughter you!
And the reason it doesn't stick is because it's all Bull CRAP!..and the real Americn people KNOW IT!",1
"agree with your co-workers because everyone needs to have the same views on everything....being an individual is now out! Male and female alike all must shave their heads and faces, no makeup allowed, no eyeglasses, must use contact lenses. Conform to the liberal crap everyone, so none of them are offended by anyone actually having a BRAIN!",1
"This case is clearly of the highest level of stupidity of political correctness. 
The Supreme Court of Canada is not God!!! Their ruling could be wrong.
He was terrorist not POW, even if US not using Geneva convention was wrong, that does not mean he was innocent, different issues! Yes, Canada somehow didn't do it right. But Canada letting him home and setting him free now is already the decent compensation. In my opinion, he should serve a life term for the treason.
This 10.5-millim stinks and was wrong.
15 year old criminal is criminal.",1
"Meh.
Both parties gerrymander. Trying to stop it is a fool's errand.",1
"I am no fan of the Fed NDP party but they are hardly ""rabidly anti-Alberta"". 

They are simply deeply misguided and ignorant with respect to Pipelines and Oil production and refining (Leap Manifesto).",1
Someone let the alt-right trolls out. Time to use the ignore button.,1
James Mason 771: But reading ADN online especially the comments section is the perfect serum for counter-acting the TV induced stupidity.,1
"Never once said ""stupid.""",1
"Bahahahahahahahahahahahahahahahahaha. Sucks to be a hypocrite. And to those who would defend him, shame on you as well. Or is his, Murdoch's, and Trump's behavior the new norm? Sexually abusive and lairs? So much for demonstrating Christian values.",1
"Whaaaaaaaat the Duck: Send ALL ILLEGALS back. Male, Females, Children, Chihuahuas. Clear up jail space. Built the WALL, Keep them OUT.............

If you are here LEGALLY, Welcome, Obey the Laws, Have a good Life...............",1
"I don't back ISIS, rather it is republicans who back them. GW by igniting the middle east with his never ending wars, showed that. He played right into their hands. How dumb was that? Doing it while reducing taxes was even stupider.",1
"""...it's part of our national DNA..."", then the patented, big stupid grin. Our country is being led by an absolute fool.",1
"You want 'malignant'? How about holding up a decapitated effigy of the President and Democrats think it's a hoot?
How about producing plays where the President is assassinated and the left goes wild?
How about a Democrat going to a baseball field to massacre Republicans and the Democrats...especially the scum Obama...show little outrage?
And then we have Democrat women dressing up in the ""C"" caps and vagina suits prancing around and calling out for his assassination.
MALIGNANT? YOU are an IDIOT!",1
Tax the sh*t out of it. HFCS is killing the idiots who are fool Enough to consume it.,1
"Small hands, small brain, small -----. Trump is like the limbo song.",1
Trump is the most petty and vindictive president in my lifetime. Repulsive.,1
"There is not a more unlikeable, tone deaf imbecile in the HOC than Stephane Dion. His ignorance is profound.",1
"Quite a pathetic deflection, I guess I should go back to when the Irish came to North America and the women actually pulled the plow because they couldnt afford a horse or ox to pull it. I know my level of privilege but like a hysterical leftist I dont feel obligated to point out everyone elses'. Leaving out the fact that the comments she made would get any white anchor or someone speaking about like that about Obama sent to a gulag.",1
I think he's both....he's definitely ignorant.,1
"Tragic and pathetic, and some pathetic comments by brexit supporters here. The European Union has made it possible for Western Europe to remain at peace for 70 years, probably longer than at any time in history.
The pathetic aspect of this is that the British folks who have legitimate grievances have been brainwashed to blame foreigners for troubles for which their own governments are entirely responsible, as well as the class system of British society. They have kept in power for decades the very elements of British society who have no interest whatsoever in improving the conditions of the working classes and ordinary folks. Unfortunately the past few months have made it clear that the present Tory government has no clue how to deal with this situation.",1
"THIS was censored by the civil gestapo: ""Nice shooting by the educated stupid person just looking for a paycheck,er,uh, I mean trooper. I wonder how long the animal suffered because of the inaccuracy of the educated stupid person just looking for a paycheck,er,uh I mean trooper."" Is it too much to ask for the civil gestapo to stifle the ""happy pills"" before voting on the poster's comments?",1
"trump is delusional
needs help 
sad!",1
"Actually, Trump tossed the issue back to the states where it belongs.

Might want to be careful with what you define as sexuality. Sex is set at the cellular level nearly at the moment of conception. No amount of wishful thinking or medical mutilation of various body parts or child abuse masquerading as tolerance of some bizarre notion of 'choice' is going to change it. 

What if you or I suddenly decide we want to identify as a turnip? Does that choice, that decision, actually make us a turnip? hardly. It does, OTOH, make us at some level mentally ill which is another thing entirely. Cheers -",1
Bennet is a do nothing Senator along with Cory Gardner. It is their job to fund federal transportation infrastructure. And they are stupid for suggesting another toll road. The bureaucracy is not incompetent. It is the politicians who are incompetent. They want to raise taxes on the middle class. They will lie to you and say the gas taxes are supposed to pay for all of this.,1
"Better to remain silent and be thought a fool than to speak and to remove all doubt. 

Trump's ego prevents this piece of wisdom from penetrating.",1
"Mark Begich go stick your head in a bucket, Alaskans aren't stupid like you, trader
You as governor would be an insult to the State of Alaska residence",1
"Trash, complete trash",1
"Allow me to do your homework for you. The federalists tried to give Patrick Henry a congressional seat to help draft the US Constitution. Henry turned down this power stating; ""I SMELL A RAT!"" When he federalists produced a constitution that omitted a bill of rights we saw the rats Henry smelled. As an antifederalist Henry bitterly opposed the federalists power grab. ""Fellow Virginians, no tyrant can touch you now. I have made sure of that. You have a bill of rights that protects you. You arm yourselves against the weak and defenseless (state government) yet expose yourself naked to the armed and powerful (fed government).
It was Henry who drafted 40 amendments in the form of a federal Bill of Rights, and in the end he won us 25 of the 40. Five alone are found in the 1st amendment. Henry was very clear on the intent of the 2nd amendment he warned us to guard as if our lives depend on it, for if the tyrants get this one they get them all.",1
"Why is everything you Repubs don't like just silly. 
This kind of thinking has been going on since Pope John Paul II connected with the GOP and told us in church to vote for Reagan and the GOP. 
This mess has been going on since JPII got elected pope and his ant-communism, anti-socialism, anti-unionism agenda came to the front.",1
"""Disgraceful"" is name calling and judgmental. And Yes, you are a troll of long standing. You were the only ONE singled out for that title, because you go around making snide remarks about people who you don't like and there are many. 
Yet you exaggerate that I was very busy calling people trolls. Don't bother denying it.",1
"Yeah, another cowardly bigot trying to rationalize.

Dime a dozen. With emphasis on cowardice.",1
"The left will try any lie, to stop
themselves from owning up for
their murdering ways. If they
think the people who democratically
put Trump in power will lay down
while the left rapes the working man,
I'll be laughing my azz off, while all
the crap comes down. I'll sit back and
enjoy watching their fairy tale world 
implodes.",1
"If you go to that couple's FB page the young woman presents a VERY different picture and explains in detail what they have done and what they are doing. I think they thought the $$ they would get from the show would help them out a bit and didn't expect to be blindsided my Marty and Discovery. 
Anything with Discovery's name on it now is dubious at best. And Marty is a buffoon who makes Alaskans look ridiculous.",1
"The poll is garbage. I feel the building should be restored. It has history and architectural significance. The last thing you need is devouring a country of its history. Our neighbors to the south have only invested and expanded their leaders' (presidents) residence over the years. Think big, stop being petty. .",1
"Uh huh. And if you believe this, I've got a lot of swamp land to sell you. 
Sorry corrupt, Pathological Liar-In-Chief, no one but Trump Chumps believes you.",1
...and now those rats want their money back from the Clinton foundation.,1
this is stupidest thing I've ever seen.,1
"TRUTH - What could possible be your motive for asking such a ridiculous question ? If you have an allegation make it, and knock off the innuendo. You must be a member of ICON66's clan.",1
Stop posting garbage.,1
"You just said it all for me, Matt. My first dividend was $300. I got the first check in the mail. Now we're vilifying Gov. Walker for withholding a windfall to pay our bills? This after no outrage over multiple special sessions that resulted in - wait for it - a big pile of expensive NOTHING! Stupid ppl suck. And we just reelect them...",1
As is the persistent posting of the same ridiculous comment.,1
So the Alaskan people can't get services they need but the oil companies get paid. That's pretty sound logic (sarcasm). Maybe if Meyer and Chinault included the Democrats in the decision making process all along they would be done by now. Seems to me this happened a year ago and the republicans didn't learn anything from that (except that they get to continue receiving a per deim check for each day they stay in session. And BTW I've been a registered republican since I was able to vote. But I call it like I see it and these so called republican leaders are idiots.,1
"This is absurd and disgusting. ""Only six King Salmon"" give me a break, Chief Larson.

Now that it's dead, go and harvest it, but what an awful thing to do.",1
I would be happier and our country would be safer if anti-American pieces of garbage like you were in jail.,1
"""Pam Knowles, the third woman, on the board had felt similarly too"" Pam is so hypocritical. She conventionally forgets how she marginalized Director Buels and anyone else who tried to bring up issues or concerns that were not part of her agenda.",1
"Trump is a complete and utter fraud and most of the human race understands it.
Funny how Trump fans can't capitalize, punctuate, or show signs of literacy.",1
"So Uch808, you'd like everyone to wait until the whole ""famdamily"" grows up before going on any vacation to visit grandparents on the mainland?? I think you're only speaking as a selfish and frustrated traveler whose had to endure crying and whining infants on a long flight.",1
"""They're just a bunch of selfish, whiny, angry white guys.""

Just exactly like Donald Trump.",1
"Facebook Allowed Advertisers To Target ‘Jew Haters’.png


Today, ProPublica published a bombshell report showing how Facebook allowed advertisers to select anti-semitic categories to target certain users. Facebook apparently has ad categories such as:

*Jew Hater
*How to burn Jews
*History of why Jews ruin the world

Really. 


Well, if you are trying to target groups of Nazis, White Nationalists or just super angry white guys who want to dress in matching polos and khakis while carrying tiki torches, you may want to select these categories. And Facebook is totally there for you!

At the end of the day, Facebook is a business and their product is YOU, the user. They will take any money they can from advertisers, because that is their business - selling access to you. So if you are a Nazi, they will market that. And to the right company/group/political candidate/hostile foreign government working on behalf of a political candidate, that is what they are looking for - Nazis.",1
If his memory was cloudy he shouldn't have said anything. Soaring like an eagle one day and grounded like a penguin the next. I admired him and it is very sad that he went out on the limb for his stupid boss and the limb broke. You have to remember that people were hanging on his EVERY word including me and that's what bit him in the s. The Chump has the kiss of doom.,1
"So you are now going to be willing to call out old soul and icon et al? Two folks among others here who have called for violence against all who have a different view from them? How about all who have called me and others racist when ever we opposed any of the lefts views? How about left wing politicians wishing for the presidents assassination? Do you believe celebrities who voice ill will towards our president should be held accountable for their despicable words? The aclu has fought successfully for even despicable groups like the neo-nazis, white supremacist blm and others to voice hate towards others. Both the right and the left citizens in this Nation have followed the leaders of the parties and use hate speech and fear towards opposing views. We as a people need to quit being used. Everyone has the right to free speech, no matter how hate filled and ignorant. I do not attend rally's or protest I disagree with. I support the Constitution.",1
"But the Donald said"" We will make only american,NO GHINA""!! HYPOCRITE..",1
"Well, thanks to the idiocy of Wynne, Ontario and Toronto in particular can kiss the current wave of new rental stock planned or in the planning stages goodbye. It take 8 to 10 years to go from intent to develop to completion of construction. As such, there's a shortage of housing coming down the road like Toronto has never seen before. Dumb, dumb, dumb.

And where is the logic in taxing only foreign speculators/ There's more domestic speculators than ever before? Tax anyone trading in real estate for anything other than principal residence. Problem solved.

The Liberals ruined the electricity market. Hello disaster for the residential real estate market. 

Oh how I wish the entire gang of them would simply evaporate.",1
"So anybody who opposes Trump is ""the Left""? What arrogance and bovine excrement! And you can speak of ""sweeping generalizations"" with a straight face while accusing ""the Left"" of ""breathtaking hypocrisy""? Do you know yourself at all?",1
Anybody who blames Trump for Obamacare should just be sent to the mad house. You are either trolls for the fun of it..or so famously stupid that talking to you would be a waste of clean air.,1
"Forge ahead like the Fascist you are.
I would suggest you find another country.
Venezuela is probably looking.",1
That's exactly what I thought! It is rather sad and pathetic that someone would have several logins just to agree with themselves. Sad and funny at the same time don't you think?,1
On the contrary. Canadians should take complete advantage and enrich themselves to benefit Canadian shareholders before the corrupt Negro criminal politicos steal all the money.,1
"I like Trudeau, but do not give a squat what Trump thinks, in fact my cat has more common sense than Trump.",1
by loosing by 2.8 million votes? you shitheads are killing america,1
His tweet supporting the anti Trump demonstrators show what a complete airhead boy blunder really is. How stupid can you be?,1
"Moron (non racist). She clearly mentions ""white"" people. 
There were many racial groups that voted for him. Are you going to bad mouth all of them? 
And that half a spark plug is still 100% more than Hillary voters.
Like you.",1
"Damn! That's the best Idea that has ever come out I'm done young! Could he be turning from a cheap Texas A-1 beer into a decent vintage of wine in his never-ending crusty dotage? 
Maybe marrying a younger honey has perked up that report cortex, among other things! That's a great idea, and all the Trump supporters Will likely love to buy the response! Works for me! (As long as the government doesn't have to stand Behind them!).",1
Repugnants are evil and must be destroyed.,1
"decent???? what is decent in your mind? how about 50 an hour!! then your big mac will cost 35 bucks, you ready for that?? see ignorant sheep, there is only profitable wages, that is what is decent.. nothing else",1
What a more on. Do your damn job! This guy's only ability is to take selfies with naive left-wing progs.,1
"He's dangerous, not because he's an idiot but because he doesn't have the best interests of the US at heart but his own self interest. He's also dangerous, because some of his supporters are armed, dangerous and willing to start a violent revolt if they don't win.",1
"Says the man who voted for and continues to support a pathological liar. 
That isn't even irony. Irony is more subtle. This is stupidity.",1
The absurd premise that the U.S. Constitution covers everyone on the planet even if they’ve never set foot in America is total rubbish. Only a Obama-appointed globalist lunatic would dare to foist such nonsense.,1
"You're a troll.
Telling other people that you are a troll is a public service.
Get your own account, you're not the original account holder, you're a fraud.",1
Don't worry the entire process will be automated in a decade or less. Darn pesky humans.,1
"you need to take a bit of time and study biology. these are not a clump of cells. they have hearts and brains, they suck their thumb, play, and feel pain. let's do a saline bath on you, or tear you to pieces or suction you apart, carl. bet you'd scream.",1
"Good on her for getting up and knocking the chicken-sh*t down. 
You be a hero, Lady.",1
Vectum: you are a very sick person,1
"And Canadians elected a spineless pussy that obediently does whatever the lying u.n. orders him to do!

Wake up Canada!",1
Well we are of course talking about Donald Trump. What's that hard to imagine? He is a stupid jerk and prone to doing stupid things.,1
"Donald Trump is a lazy Tramp who wanted Governor Kasich to be vice-president so long as Kasich would run domestic and foreign policy. Trump's ""America First"" campaign theme is ripped off from the anti-semitic campaign of Charles Lindbergh and other American Nazi sympathizers. Donald Trump is a narcissistic, racist, incurious know-nothing and those who support him dishonor this country.",1
"T: Don't be so foolish. I would merely like the details to determine what is true and what isn't. At best this is a fluff piece, nothing new just more of the same.",1
"Build a new $1 BILLION prison and throw all these useless homeless people in. If Honolulu can build a $15 BILLION useless train, the State can afford a much cheaper prison.",1
"i am sure the alt left lunatics, legendary for ignoring knowledge being the sheep they are, would be fascinated by the many articles that debunk every claim that mans carbon is doing anything bad to the climate, thus destroying the pathetic lying strategy of the climate cult lunatics,, would you like links??? here just a few , i know you will feel better.
https://www.youtube.com/watch?v=SXxHfb66ZgM
https://www.youtube.com/watch?v=2Lye5liWuZw",1
And you're mentally deficient,1
"Dammit, if the Natives have casinos, they'll make money and won't be subservient anymore. That'll put a crimp in the centuries of resource and land theft by good godfearing christians. Why, if the Natives start making money, they'll get uppity and start demanding reparations for the centuries of resource and land theft. Ha ha go ahead and erase this, there's more!",1
Great Movie. Go and see it. This article is daft and ridiculous.,1
"Kinda like Jimmy Carter asking his daughter, Amy, about nuclear weapons policy...Kasich is so full of bovine excrement.",1
"And the Kennedys made their fortune running illegal booze during Prohibition. Which led to drunken orgies and infidelity on the parts of JFK and Teddy. In other words, So What?!",1
"You mean something like ""white power""? She probably did. The alt-right seems to have an affinity for knives this week. That's what happens when you mix meth with hate and ignorance.",1
Who cares about this clown or any temp ban? Real immigration reform is overdue. Stop the trash from coming.,1
"Ignorant and uneducated. I am a human advocate as well as a a CANNABIS (use the correct word, don't show your stereotyping/ prejudice so openly) advocate. Your intelligence is lacking at best. I'd be happy to debate you and embarrass you on the lack of factual information swimming around in your confused head.",1
"Yes, the Republicans are that stupid.",1
"What else is new, but more lies from another corrupt Communist Leftist? This biothc is a member of the Black Caucus, which is nothing more than a group of black Communist militants, who want to instill Communism in our country. POTUS Trump would never disparage a military family, but this corrupt pig of a Congresswoman has shown a history of lying and hating throughout her time in Congress.",1
"No clown, you are dead wrong. You are drawing a false distinction between wealthy and non wealthy Chinese to suit your racist narrative. Truth is you hate the Chinese because of their ethnicity. There are lots of other ethnic groups in the GVA parking their wealth because of the tremendous appeal of the region. So much so that the spineless politicians caved to public pressure and passed a FOREIGN buyer taxes to curtail their investment activity with mixed results of course because politicians are not foolish enough to kill the golden goose that fuels the BC economy.

But racist pigs like yourself endlessly repeat the same hate filled rants against one specific ethnicity, the Chinese. There is no denying their participation in the market, by the media, politicians or industry participants, yet you continue to single them out and brand them as a threat to the Canadian way of life.

You are disgusting and should be banned permanently for spewing endless hatred on a public forum.",1
"His friend was on tv claiming this guy was only arrested because he's black. Really? We don't want criminals coming to our state, no matter what color they are. And we don't want to hear any ""because he's black"" crap.",1
"It shouldn't be rocket science, but it would seem that one of the very few talents this mob have is finding complexity in the mundane. The mind boggles at the sheer stupidity.",1
You people are rude and ignorant and should take your hate to a counselor.,1
I'll give one step further...... He was an idiot and maybe loosing his faculties from aging.,1
Try breaking into my place and I will cut your head off with a Katana. You have been warned.,1
"
More Traitors Tied To Exxon and Russia Back Traitorous Trump's Treasonous Tillerson..

Republicans who support Donald Trump's nomination of ExxonMobil CEO Rex Tillerson to be secretary of state also have some sort of connection to either Exxon and/or Russia.
.

James Baker, secretary of state under George H.W. Bush, supportsTillerson, 

Baker is a partner at a the law firm Baker Botts, which represents both Exxon and Russian state-owned oil giant Rosneft.
.

Former Secretary of State Condoleezza Rice and Defense Secretary Robert Gates work for the consulting firm Rice Hadley Gates, Exxon's lobbying arm.
.

500 billion is a pretty good payday for traitors, 

… and Trump and Putin fall into collusion to make it happen.
.",1
"Forget the manini ban or the clown judge, real immigration reform is needed. Stop the trash from coming",1
"and idiots think it's a bad thing Russia and the US work together to crush Islamic state
american paranoia (and the Globe's)
is truly frightening",1
The ADN is left-wing garbage as usual .,1
It's pathetic that Trump garnered just over 50% of the votes of Alaskans. Nationally he has no mandate. His ego knows no checks and bounds. Resistance reminds us of our own values and integrity.,1
"If I protest the seal hunt I don't buy sealskin products. If I protest the slaughtering of animals I don't eat meat. Coastal Protectors need to walk the talk to have credibility. Immediately ban the use of petroleum products and their derivatives in the cities, towns and coastal waters along the BC coast. Otherwise you are hypocrites!",1
"You can't simply make ""tweaks"" to the ACA and not create a worse mess. It is far too complicated and nitpicking for that. It needs to be repealed and replaced.

Now, here's a great idea -- why not replace it with the free market. Let people decide for themselves whether they need insurance and negotiate with companies (or doctors) on how much they want to pay?

Oh, right, because then government wouldn't be involved and we all know we the people are smart enough to vote for who will be our master for the next four years, but too stupid to make intensely personal decisions like health care and where we want to spend our money.",1
"Wow. People have no solutions in this garbage economy. 

In an article about young adults having to live with their parents because they themsevles cannot find work that pays a living wage...the financial advisor suggests that the young children 'find a way to contribute with a job etc.' whhhhhaaaaa? That's the problem in the first place! No jobs = no money!",1
I see due to supporting the loser your pom poms never came out of the closet...Hahahahah That makes you a loser.,1
"Woohoo; you're way out there buddy. You DO understand that's it's Trumpski--Putin's pet poodle--that is wanting to increase our nuclear arsenal? No, I can see that you don't. You need help. Your brain isn't wired correctly.",1
My favorite Bible story is when Jesus broke the five loaves and two fish and told the disciples to feed everybody except for of course the gay people.,1
The nasty left are tolerant of no one at anytime that don't fall into their warped fantasy.,1
"Turtle Man isn't clueless. He's just a liar - a liar who has now gone down in flames.
_______
Let me be somebody I admire 
Let me be that muscle down the street 
Stick another turtle on the fire 
Guys like me are mad for turtle meat 

-Leonard Cohen",1
"This is classic example of collective corporate stupidity and individual managerial malice. I accuse the VP Inflight Services of that very thing. It comes from the same mindset that led the Mayor of Montreal to rename Parc Vimy to Parc Jacques Pariseau. 
1. Air Canada should issue apologies to the public at large, to its stockholders and customers, and most of all to Canadian veterans.
2. Renee Smith-Valade should be fired.",1
Or is it that the City thinks that we're all fools all of the time?,1
"Dermot, why don't you mention Dick Cheney's Dubai based Haliburton, which enjoys many billions of 8a contracts with the government but white trash like democrat Claire McCaskill never mention them when she is attacking Native entities over 8a",1
"So you have only negative headlines for trump , unless he praises our fearless clown of a leader.",1
"That's right, MacDonald. Melina is singing for her bread and butter, and truth be damned. Who else do you think paid for her centerfolds?",1
"15 and 10 years? All three need to be euthanized. What is in the minds of the D.A.'s office by giving deals for such light sentences for these animals is beside me. ""All three men charged in Davenport’s death have prior felony convictions"". They should be either put to death or spend the the rest of their worthless in a cage.",1
""" .... given that I had no political agenda ... "" Please. Don't treat your readers like idiots. Anyone who has seen the paper in or been on line in the last three years knows better.",1
"Only an idiot follows the food babe. She couldn't science a tray of ice cubes in Alaska in the dead of winter. Virtually everything she has ever claimed has been debunked.

Remember her article about the airlines where she was complaining that they didn't use pure oxygen in the cabins? She had to delete that one it was so embarrassing for her. If you search you can still find archives of that gem.

She knowns nothing of science, agriculture, beer making, or anything - she's a fraudster who capitalizes on the ignorance of her followers.",1
Why spend a quarter million on a video surveilance system? The idiot filters would clog in the first 30 seconds of operation. Vote for open carry in the Legi lairs.....,1
Those early stupid selfish penalties could have easily cost us the game. The line needs some discipline and needs to execute better. We could have padded our lead early but blew it multiple times. It was really disappointing to see them play like that. I'm just glad we got out there with the win...shape up!,1
Birds of the same feather flock together. One corrupt liar supporting another corrupt liar.,1
"""Trump is a Machiavellian type, which means that there is probably some dark purpose behind even his dumbest moves. This so called clown did defeat the best strategy the Dems had to offer, and they're pretty tricky their own selves. He also conned almost half of America to vote for him. Is it possible that Trump isn't as stupid as his opponents would want to believe?""
Is this the part that got my comment ""rejected""?",1
"Cory, some ppl have kids who died for that Anthem and Flag. You're going down next election you unpatriotic fool.",1
Feminism is a hateful ideology and I am just tired of reading this sort of story. I have a trial subscription the the Globe and Mail and I will be canceling it.,1
Poor John Kasich who is struggling to find a voice someone will listen to and failing spectacularly - RINO loser,1
The fat lady is warming up.,1
"Sheckles....that is very anti-Semitic
You know I attend Synagogue with 3/4 of ADN's reporters, and the owner.
You should show more respect to us Jews, and stop using Hebrew currency as a derogatory synonym.
You must be a troll from /r thedonald....that is borderline hate speech show more appreciation for the culture and religion that brings you and your community news on a daily basis!!!",1
"No, just buy a cardboard box and shoot yourself -- that's the implicit message from the con artists running the show.",1
Drugs make you dumb,1
I think this belongs in the Onion or Beaverton section OMG I cracked up laughing - so many people are going to take this seriously - idiot drivers - idiot cyclists - idiot pedestrians = people are idiots period,1
"The faithful are dons base simply because they disregard facts. If your message is delusion based on lies, where else would you go when that's what you practice. These people feel threatened since all facts demonstrate that they are trapped into believing a false narrative and they are too cowardly to admit it. it.",1
"At least you and the Nazis have the same ideas. Congratulations, you are human scum.",1
